"codice-isil";"codice-sbn";"denominazione";"indirizzo";"frazione";"cap";"comune";"codice istat comune";"provincia";"regione";"codice istat provincia";"latitudine";"longitudine";"telefono";"fax";"email";"url"
"IT-CB0027";"MO108";"Biblioteca comunale Corrado Gizzi";"Largo Garibaldi";"";"86034";"Guglionesi";"070029";"Campobasso";"MOLISE";"070";"41,9104387";"14,9144974";"+39 0875680758";"+39 0875689391";"bibliotecaguglionesi@gmail.com";""
"IT-CB0028";"";"Biblioteca comunale";"Piazza Umberto I 42";"";"00042";"Jelsi";"070030";"Campobasso";"MOLISE";"070";"41,5198569";"14,7959845";"+39 0874710134";"";"economato@comune.jelsi.cb.it";"www.comune.jelsi.cb.it"
"IT-CB0029";"MOLBC";"Biblioteca comunale Bartolomeo Preziosi";"Piazza Duomo 44";"";"86035";"Larino";"070031";"Campobasso";"MOLISE";"070";"41,8005093126045";"14,9107400503319";"+39 0874828206";"+39 0874825093";"bibliotecalarino.cb@tiscali.it";"www.comune.larino.cb.it"
"IT-CB0032";"";"Biblioteca comunale";"via Garibaldi, 1";"";"86022";"Limosano";"070032";"Campobasso";"MOLISE";"070";"41,6770151";"14,6210587";"+39 0874701235";"";"comunelimosano@hotmail.com";""
"IT-CB0033";"";"Biblioteca comunale";"Via Due Porte 45";"";"00045";"Lucito";"070033";"Campobasso";"MOLISE";"070";"41,730562";"14,689168";"+39 0874747204";"+39 0874746081";"";"http://www.comune.lucito.cb.it/lucito/zf/index.php/servizi-aggiuntivi/index/index/idservizio/20004#"
"IT-CB0035";"";"Biblioteca comunale";"Largo Municipio snc";"";"snc";"Macchia Valfortore";"070035";"Campobasso";"MOLISE";"070";"41,5930557";"14,9109786";"+39 0874810150";"";"comunemacchiavalfortorecb@gmail.com";"www.comune.macchiavalfortore.cb.it"
"IT-CB0036";"";"Biblioteca comunale";"piazza della Libertà, 1";"";"86030";"Mafalda";"070036";"Campobasso";"MOLISE";"070";"41,9427473";"14,7160496";"+39 0875978135";"";"info@comune.mafalda.cb.it";"http://www.comune.mafalda.cb.it/?s=biblioteca"
"IT-CB0040";"MO112";"Biblioteca comunale G. Sanchez";"Via De Fanis Vico 1";"";"86033";"Montefalcone nel Sannio";"070043";"Campobasso";"MOLISE";"070";"41,86615339999999";"14,6399293";"+39 0874877530";"";"info@comune.montefalconenelsannio.cb.it";"www.comune.montefalconenelsannio.cb.it"
"IT-CB0043";"";"Biblioteca comunale Emilio Ambrogio Paterno";"Via del Mercato 1";"";"86036";"Montenero di Bisaccia";"070046";"Campobasso";"MOLISE";"070";"41,9561643";"14,7811816";"+39 0875966151";"+39 0875959235";"bibliotecacomunalepaterno@gmail.com";""
"IT-CB0046";"";"Biblioteca comunale";"Via dei Mille 14";"";"00014";"Montorio nei Frentani";"070047";"Campobasso";"MOLISE";"070";"41,7600567";"14,9337178";"+39 0874826332";"";"comune.montoriofrent@tiscali.it";"http://www.comune.montorioneifrentani.cb.it/"
"IT-CB0047";"";"Biblioteca del Centro sociale di educazione permanente";"Via San Roberto 16";"";"86040";"Morrone del Sannio";"070048";"Campobasso";"MOLISE";"070";"41,7094477";"14,7818426";"+39 0874848139";"";"comune.morrone@libero.it";"www.morronedelsannio.eu"
"IT-CB0049";"";"Biblioteca Comunale del Centro di Lettura";"Via Calvario 80";"";"86037";"Palata";"070050";"Campobasso";"MOLISE";"070";"41,8863987";"14,7890378";"+39 0875969212";"";"comune@comunedipalata.it";"www.comune.palata.cb.it"
"IT-CB0050";"MO105";"Biblioteca comunale";"Viale Petravalle 5";"";"86038";"Petacciato";"070051";"Campobasso";"MOLISE";"070";"42,0131884";"14,8602029";"+39 087567337";"";"sociale.petacciato@gmail.com";"http://www.comune.petacciato.cb.it/hh/index.php"
"IT-CB0051";"";"Biblioteca comunale";"Via Casaleno, 1";"";"86020";"Pietracupa";"070054";"Campobasso";"MOLISE";"070";"41,6820994";"14,5211395";"";"";"";""
"IT-CB0052";"MO107";"Biblioteca comunale";"Piazza Skanderbeg 42";"";"86045";"Portocannone";"070055";"Campobasso";"MOLISE";"070";"41,9146374";"15,0092835";"+39 087559286";"+39 0875873650";"biblioteca.pc@tin.it";"https://bibliotecaportocannone.it/"
"IT-CB0054";"";"Biblioteca comunale";"Piazza Portella snc";"";"snc";"Roccavivara";"070060";"Campobasso";"MOLISE";"070";"41,835979";"14,5982715";"+39 0874875087";"+39 0874875361";"amministrazione@comune.roccavivara.cb.it";"www.comune.roccavivara.cb.it"
"IT-CB0055";"";"Biblioteca del Centro sociale di educazione permanente";"Piazza Roma";"";"86020";"San Biase";"070063";"Campobasso";"MOLISE";"070";"41,7147996";"14,5897124";"";"";"";"https://www.comune.sanbiase.cb.it/EG0/EGSCHTST2.HBL?en=egt26&MESSA=PUBBLICA&SRL=10"
"IT-CB0059";"MO111";"Biblioteca comunale Oberdan Stingone";"Via Po 33";"";"86046";"San Martino in Pensilis";"070069";"Campobasso";"MOLISE";"070";"41,8700741";"15,0109886";"+39 0875604243";"";"comune@comune.sanmartinoinpensilis.cb.it";"http://www.comune.sanmartinoinpensilis.cb.it/sanmartino/hh/index.php"
"IT-CB0060";"";"Biblioteca comunale San Polo Matese";"Via Giardino 1";"";"86020";"San Polo Matese";"070071";"Campobasso";"MOLISE";"070";"41,45894699999999";"14,492653";"+39 0874775135";"";"sanpolomatese@tiscali.it";"www.comune.sanpolomatese.cb.it"
"IT-CB0061";"";"Biblioteca comunale";"Piazza Alessio Marone 3";"";"86020";"Sant'Angelo Limosano";"070073";"Campobasso";"MOLISE";"070";"41,6934925";"14,6039762";"+39 0874701246";"";"protocollo@comune.santangelolimosano.cb.it";""
"IT-CB0062";"";"Biblioteca Roberto e Linda Testa";"Via Fontana Nuova 3";"";"86048";"Sant'Elia a Pianisi";"070074";"Campobasso";"MOLISE";"070";"41,621707";"14,875668";"+39 087481205";"+39 0874816400";"comune@comune.santeliaapianisi.cb.it";"www.comune.santeliaapianisi.cb.it"
"IT-CB0063";"";"Biblioteca comunale";"Via Comunale Colonna 6";"";"00006";"Santa Croce di Magliano";"070072";"Campobasso";"MOLISE";"070";"41,711253";"14,991708";"+39 0874729144";"";"p.licursi@virgilio.it";"http://www.comune.santacrocedimagliano.cb.it/index.php/biblioteca"
"IT-CB0064";"MOLCP";"Biblioteca comunale Gennaro Perrotta";"Corso Fratelli Brigida 88";"";"86039";"Termoli";"070078";"Campobasso";"MOLISE";"070";"42,0019477";"14,9968217000001";"+39 0875714618";"+39 0875701843";"biblioteca@comune.termoli.cb.it";"http://www.comune.termoli.cb.it/"
"IT-CB0065";"";"Biblioteca comunale ""Francesca Meffe""";"Via S. Pertini snc";"";"86028";"Torella del Sannio";"070079";"Campobasso";"MOLISE";"070";"41,6387771";"14,5190644";"+39 087476204";"";"";"https://www.comune.torelladelsannio.cb.it/"
"IT-CB0066";"";"Biblioteca Trotta";"Viale S.Francesco, 112";"";"86018";"Toro";"070080";"Campobasso";"MOLISE";"070";"41,5740346";"14,766041";"";"";"";"http://www.toro.molise.it/menu/CasaTrotta/"
"IT-CB0067";"";"Biblioteca diocesana Giulia";"Via Seminario, 34";"";"86029";"Trivento";"070081";"Campobasso";"MOLISE";"070";"41,78516";"14,550915";"+39 0874.871745";"+39 0874.871775";"bc@diocesitrivento.it";""
"IT-CB0070";"";"Biblioteca comunale Prof.ssa Maria Teresa Marinelli";"Piazza Municipio 50";"";"86049";"Ururi";"070083";"Campobasso";"MOLISE";"070";"41,8151627";"15,011825";"+39 0874830130";"";"comune@comune.ururi.cb.it";"www.comunediururi.it"
"IT-CB0071";"MO115";"Biblioteca del Centro di lettura";"Via Makarska 11";"";"86030";"Montemitro";"070045";"Campobasso";"MOLISE";"070";"41,8880032";"14,6471787";"+39 0874877259";"";"";""
"IT-CB0073";"";"Biblioteca del Centro sociale di educazione permanente";"";"";"86030";"Tavenna";"070077";"Campobasso";"MOLISE";"070";"41,9086068";"14,761769";"";"";"";""
"IT-CB0074";"";"Biblioteca del Centro sociale di educazione permanente";"Via Roma 109/b";"";"86032";"Montecilfone";"070042";"Campobasso";"MOLISE";"070";"41,9018019";"14,8366988";"+39 0875979130";"";"";""
"IT-CB0077";"";"Biblioteca comunale Servizio Informatico Sportello Turistico";"Via Marconi 1";"";"86010";"Castropignano";"070016";"Campobasso";"MOLISE";"070";"41,619653";"14,561119";"+39 0874503132";"+39 0874503522";"comune.castropignano@libero.it";"http://www.comune.castropignano.cb.it/"
"IT-CB0078";"";"Biblioteca comunale G. B. Amorosa";"Via Roma 39/a";"";"86016";"Riccia";"070057";"Campobasso";"MOLISE";"070";"41,4851393";"14,8357807";"";"";"";""
"IT-CB0081";"";"Biblioteca del Centro di lettura";"Piazza S. Michele 26";"";"86025";"Ripalimosani";"070059";"Campobasso";"MOLISE";"070";"41,6120551";"14,6645503";"+39 087439132";"";"ripalimosani@inwind.it";"http://www.comune.ripalimosani.cb.i"
"IT-CB0082";"";"Biblioteca comunale";"Piazza Nerazio Prisco 40";"";"00040";"Sepino";"070075";"Campobasso";"MOLISE";"070";"41,4071739";"14,6190605";"+39 0874790132";"";"info@comune.sepino.cb.it";""
"IT-CB0083";"MO116";"Biblioteca del Centro di Lettura";"Viale del Municipio snc";"";"86011";"Baranello";"070002";"Campobasso";"MOLISE";"070";"41,5263596";"14,5593271";"+39 0874460748";"+39 0874460828";"bibliotecabaranello@alice.it";"http://www.comune.baranello.cb.it/baranello/zf/index.php/servizi-aggiuntivi/index/index/idtesto/20003#"
"IT-CB0087";"";"Biblioteca comunale ""Maestro Giuseppe Lidio Lalli""";"Piazza Municipio, 1";"";"86041";"Bonefro";"070004";"Campobasso";"MOLISE";"070";"41,704063";"14,9355349";"+39 0874732712";"";"comunedibonefro@tin.it";"https://www.comune.bonefro.cb.it/bonefro/zf/index.php/numeri-indirizzi-utili/"
"IT-CB0090";"";"Biblioteca del Centro di lettura";"Vico Martino";"";"86030";"Guardialfiera";"070027";"Campobasso";"MOLISE";"070";"41,8024362";"14,7928792";"+39 0871840131";"";"comuneguardialfiera@virgilio.it";"https://comune.guardialfiera.cb.it/"
"IT-CB0092";"";"Biblioteca del centro di lettura";"Via Cavatoio";"";"86040";"Pietracatella";"070053";"Campobasso";"MOLISE";"070";"41,5811884";"14,8733562";"+39 0874877131";"+39 0874817691";"comunedipietracatella@virgilio.it";""
"IT-CB0093";"MO1BC";"Bibliomediateca comunale di Campobasso";"Via Roma 43";"";"86100";"Campobasso";"070006";"Campobasso";"MOLISE";"070";"41,5585995";"14,6576711";"+39 0874405610";"+39 0874438528";"bmt@altrimedia.org";"www.altrimedia.org"
"IT-CB0094";"MO119";"Biblioteca del Centro di lettura Gramsci";"Via Gramsci 11";"";"86100";"Campobasso";"070006";"Campobasso";"MOLISE";"070";"41,5685897";"14,6763629";"+39 08744051";"";"comune.campobasso.protocollo@pec.it";""
"IT-CB0096";"MO118";"Biblioteca del Centro di lettura Santo Stefano";"Via Conte Verde";"Santo Stefano";"";"Campobasso";"070006";"Campobasso";"MOLISE";"070";"41,61302016370527";"14,61020210422974";"+39 08744051";"";"comune.campobasso.protocollo@pec.it";""
"IT-CB0097";"";"Biblioteca comunale";"Piazza Libertà 21";"";"86010";"San Giuliano del Sannio";"070067";"Campobasso";"MOLISE";"070";"41,4561345";"14,6391328";"+39 087479204";"";"comune@comune.sangiulianodelsannio.cb.it";"http://www.comune.sangiulianodelsannio.cb.it/hh/index.php"
"IT-CB0098";"MOLBU";"Biblioteca di Ateneo dell'Università degli Studi del Molise";"Viale Manzoni s.n.c.";"";"86100";"Campobasso";"070006";"Campobasso";"MOLISE";"070";"41,5488611";"14,6677459";"";"";"bibliotecadiateneo@unimol.it";""
"IT-CB0100";"PBEB1";"Biblioteca diocesana V. Fusco";"Via Mazzini, 80";"";"86100";"Campobasso";"070006";"Campobasso";"MOLISE";"070";"41,5603174";"14,6631742";"";"";"scuolasanpietrocelestino@gmail.com";""
"IT-CB0101";"MOLC2";"Biblioteca p. Dionisio Piccirilli";"Via S. Giovanni, 436";"";"86100";"Campobasso";"070006";"Campobasso";"MOLISE";"070";"41,5576813";"14,6737792";"+39 0874.61187";"";"bibliotecapiccirilli@alice.it";""
"IT-CB0102";"";"Biblioteca comunale";"Largo Largo della Vittoria";"";"86010";"Casalciprano";"070012";"Campobasso";"MOLISE";"070";"41,5799148";"14,5284696";"+39 0874504131";"+39 0874504944";"comunecasalciprano@libero.it";"www.comune.casalciprano.cb.it"
"IT-CB0103";"";"Biblioteca del Centro sociale di educazione permanente";"Piazza Municipio 1";"";"86019";"Vinchiaturo";"070084";"Campobasso";"MOLISE";"070";"41,4934452";"14,5867077";"+39 087434132";"";"comune@comune.vinchiaturo.cb.it";""
"IT-CB0105";"";"Biblioteca comunale";"Piazza Marconi 8";"";"00008";"Ripabottoni";"070058";"Campobasso";"MOLISE";"070";"41,6885422";"14,8062846";"+39 0874847373";"";"amministrazione@comuneripabottoni.it";""
"IT-CB0110";"MOLCM";"Biblioteca ""Palmiero Giannetti"" del Conservatorio statale di musica Lorenzo Perosi";"Viale Principe di Piemonte, 2/A";"";"86100";"Campobasso";"070006";"Campobasso";"MOLISE";"070";"41,554045";"14,6585044";"+39 087490041";"+39 0874411377";"biblioteca@conservatorioperosi.it";"http://www.conservatorioperosi.it/cms/it/presentazione.html"
"IT-CB0111";"PBEE2";"Biblioteca diocesana B. D'Agostino";"Piazza Duomo, 3";"";"86039";"Termoli";"070078";"Campobasso";"MOLISE";"070";"41,9625769";"14,9973028";"+39 0875.706359";"";"curia@termolilarino.chiesacattolica.it";""
"IT-CB0112";"";"Biblioteca del Convento dei cappuccini";"piazza San Francesco, 24";"";"86035";"Larino";"070031";"Campobasso";"MOLISE";"070";"41,8135346";"14,9207393";"+39 0874822377";"";"archiviostoricodio.termolilarino@yahoo.it";"http://www.diocesitermolilarino.it/wd-annuario-enti/frati-minori-cappuccini-larino-1864/"
"IT-CB0115";"MO1SR";"Biblioteca del Segretariato regionale MiBAC del Molise";"Salita San Bartolomeo 10";"";"86100";"Campobasso";"070006";"Campobasso";"MOLISE";"070";"41,561713";"14,657649";"+39 0874431346";"";"carmela.timperio@cultura.gov.it";"www.molise.beniculturali.it"
"IT-CB0116";"";"Biblioteca della Soprintendenza Archivistica e bibliografica dell'Abruzzo e del Molise. Sede di Campobasso";"via Chiarizia, 14";"";"86100";"Campobasso";"070006";"Campobasso";"MOLISE";"070";"41,5613838";"14,6580989";"+39 0874310124";"+39 0874311094";"sab-amo@cultura.gov.it";"http://sa-abruzzo.beniculturali.it/index.php?it/182/biblioteca"
"IT-CB0117";"MOLCR";"Biblioteca del Consiglio regionale del Molise";"via IV Novembre 87";"";"86100";"Campobasso";"070006";"Campobasso";"MOLISE";"070";"41,5663002";"14,6707312";"+39 0874429653";"";"segretariato@regione.molise.it";"https://consiglio.regione.molise.it/"
"IT-CB0118";"MOLUC";"Ufficio catalogazione della Regione Molise";"Via Colitto, 2";"";"86100";"Campobasso";"070006";"Campobasso";"MOLISE";"070";"41,5613733";"14,6661744";"+39 0874429931";"+39 0874429479";"catalogo@regione.molise.it";""
"IT-CB0119";"MOLBT";"Biblioteca di Ateneo Università degli studi del Molise. Sede di Termoli";"Via Duca degli Abruzzi";"";"86039";"Termoli";"070078";"Campobasso";"MOLISE";"070";"42,0025463";"14,9912186";"+39 0865404921";"";"bibliotecatermoli@unimol.it";""
"IT-CB0120";"";"Biblioteca del Centro di lettura";"Piazza Marconi 4";"";"00004";"Fossalto";"070024";"Campobasso";"MOLISE";"070";"41,673104";"14,5456829";"+39 0874768134";"+39 0874768836";"fossalto@tiscali.it";"https://www.comune.fossalto.cb.it/"
"IT-CB0121";"";"Biblioteca comunale Salone Santa Margherita";"Via San Nicola 3";"";"86031";"Castelmauro";"070015";"Campobasso";"MOLISE";"070";"41,829986";"14,7102595";"+39 0874744106";"";"cinziapalumbo82@gmail.com";""
"IT-CB0124";"";"Biblioteca comunale 'Nazario Florio'";"Via Nazario Florio 6";"";"86029";"Trivento";"070081";"Campobasso";"MOLISE";"070";"41,7840221";"14,5504235";"+39 0874873436";"";"segreteria@comunetrivento.it";"http://www.comune.trivento.cb.it"
"IT-CB0125";"";"Biblioteca comunale S. Ricciardelli";"Via Municipio 16";"";"86010";"Gildone";"070026";"Campobasso";"MOLISE";"070";"41,5089811";"14,7416384";"+39 0874457132";"+39 0874457169";"municipio.gildone@gmail.com";"www.comune.gildone.cb.it"
"IT-CB0191";"MO117";"Biblioteca ""Maurizio Marabelli""";"Via Cavour 56";"";"86024";"Petrella Tifernina";"070052";"Campobasso";"MOLISE";"070";"41,6929616";"14,6949726";"+39 0874745256";"";"sangiorgiomartireonlus@gmail.com";"http://www.sangiorgiomartireonlus.com/"
"IT-CB0192";"RMGTM";"Biblioteca del Tribunale amministrativo regionale del Molise";"Via San Giovanni";"";"86100";"Campobasso";"070006";"Campobasso";"MOLISE";"070";"41,55900583263705";"14,672019443069416";"+39 0874489350";"+39 087464768";"biblioteca.tarmolise@giustizia-amministrativa.it";"https://www.giustizia-amministrativa.it/tribunale-amministrativo-regionale-per-il-molise"
"IT-CB0193";"MOLIR";"Biblioteca dell'Istituto regionale studi storici del Molise ""Vincenzo Cuoco""";"Via Milano 15";"";"00015";"Campobasso";"070006";"Campobasso";"MOLISE";"070";"41,5576026";"14,6563225";"+39 0874437508";"";"biblioteca@iresmo.it";"http://www.iresmo.it/biblioteca/"
"IT-CB0194";"";"Biblioteca del Centro di informazione statistica - Cis istat - Sede del Molise";"Via Luigi D'Amato 13";"";"86100";"Campobasso";"070006";"Campobasso";"MOLISE";"070";"41,56250989999999";"14,6628132";"+39 0874604878";"";"cis.campobasso@istat.it";"https://www.istat.it/it/informazioni-e-servizi/per-gli-utenti/sportelli-sul-territorio"
"IT-CB0195";"";"LibRomita – Biblioteca diffusa";"Via Facchinetti, snc";"";"86100";"Campobasso";"070006";"Campobasso";"MOLISE";"070";"41,5677549";"14,6526313";"+39 087491648";"+39 087491648";"CBPS01000B@istruzione.it";"https://libromita.web.app/"
"IT-CB0196";"";"Bibliomediateca comunale";"Via di Sotto, 58";"";"86018";"Toro";"070080";"Campobasso";"MOLISE";"070";"41,5692873";"14,7661389";"+39 0874461101";"";"info@comune.toro.cb.it";"http://www.comune.toro.cb.it/archivio-news-ed-eventi/bibliomediateca-comunale-toro.html"
"IT-CE0001";"";"Biblioteca dei Padri Cappuccini";"Via Cappuccini";"";"81021";"Arienzo";"061004";"Caserta";"CAMPANIA";"061";"41,0283829";"14,4991644";"+39 0823805228";"";"";""
"IT-CE0002";"NAPBA";"Biblioteca e Archivio Storico Comunale";"Piazza S. Agostino, 4";"";"81021";"Arienzo";"061004";"Caserta";"CAMPANIA";"061";"41,0359612";"14,5471544";"+39 0823805987";"";"ufficiocultura@comune.arienzo.ce.it";""
"IT-CE0003";"CAMA1";"Biblioteca della Casa del fanciullo S. Alfonso";"largo S. Alfonso, 6";"";"81021";"Arienzo";"061004";"Caserta";"CAMPANIA";"061";"41,0220589";"14,4987256";"+39 331.8139539";"";"ediliziadiculto@diocesiacerra.it";""
"IT-CE0004";"CAMCA";"Biblioteca civica dei Comuni e delle Comunità locali del Territorio Campano Giuseppe Faraone";"via Umberto I, 16";"";"81013";"Caiazzo";"061009";"Caserta";"CAMPANIA";"061";"41,1764246";"14,3671913";"+39 0823615061";"";"bibliotecacivica@comune.caiazzo.ce.it";"www.comunedicaiazzo.it"
"IT-CE0006";"";"Biblioteca dei Padri Passionisti";"Piazza XXIV Maggio 18";"";"81042";"Calvi Risorta";"061010";"Caserta";"CAMPANIA";"061";"41,2193454";"14,1292986";"+39 0823651121";"";"convento.calvirisorta@passionisti.org";""
"IT-CE0009";"NAPCM";"Biblioteca Storica diocesana";"Piazza Landolfo, 1";"";"81043";"Capua";"061015";"Caserta";"CAMPANIA";"061";"41,1099";"14,21137";"+39 0823.969428";"+39 0823.622045";"direzione@idscdicapua.it";""
"IT-CE0010";"CAMMC";"Biblioteca del Museo Provinciale Campano";"via Roma, 68";"";"81043";"Capua";"061015";"Caserta";"CAMPANIA";"061";"41,1108107";"14,2133692";"+39 08231497106";"";"museocampano@provincia.caserta.it";""
"IT-CE0011";"NAPAC";"Biblioteca dell'Archivio di Stato di Caserta";"piazza Carlo di Borbone";"";"81100";"Caserta";"061022";"Caserta";"CAMPANIA";"061";"41,0716488";"14,3270003";"+39 0823355665";"+39 0823355665";"as-ce@cultura.gov.it";"www.ascaserta.beniculturali.it/index.php?id=366"
"IT-CE0012";"NAPCC";"Biblioteca comunale Alfonso Ruggiero";"via L. Laviano, 64 - via R. Lodati, 9";"";"81100";"Caserta";"061022";"Caserta";"CAMPANIA";"061";"41,0699793";"14,3364751";"+39 0823273430";"";"bibliotecaruggiero@comune.caserta.it";"http://trasparenza.comune.caserta.it/archivio13_struttur e-organizzative_-1_1636_25_1.html"
"IT-CE0013";"NAPRC";"Biblioteca Museo della Reggia di Caserta";"Piazza Carlo di Borbone";"";"81100";"Caserta";"061022";"Caserta";"CAMPANIA";"061";"41,0716488";"14,3270003";"+39 08231491207";"";"re-ce@cultura.gov.it";"https://reggiadicaserta.cultura.gov.it/biblioteca-palatina/"
"IT-CE0014";"NAP24";"Biblioteca F. Messa della Società di storia patria di Terra di lavoro";"Via Passionisti 7";"";"81100";"Caserta";"061022";"Caserta";"CAMPANIA";"061";"41,0786648";"14,3212067";"+390823464674";"+390823464674";"presidenza@storiapatriacaserta.it";"http://www.storiapatriacaserta.it"
"IT-CE0016";"SPACE";"Biblioteca della Scuola Nazionale dell'Amministrazione - SNA. Sede di Caserta";"Viale Douhet 2/A";"";"81100";"Caserta";"061022";"Caserta";"CAMPANIA";"061";"41,0725454769349";"14,3213688190796";"+39 0823357658";"+39 0823357682";"m.simone@sna.gov.it";"http://sna.gov.it/chi-siamo/sedi/caserta/biblioteca/#c103"
"IT-CE0017";"NAP48";"Biblioteca Istituto Salesiano del Sacro Cuore di Maria";"Via Roma 73";"";"81100";"Caserta";"061022";"Caserta";"CAMPANIA";"061";"41,0701785";"14,3349492";"+39 0823.215711";"";"fondazionesanbonaventura@gmail.com";""
"IT-CE0021";"";"Biblioteca comunale";"Piazza Alcide De Gasperi, 1";"";"81030";"Cesa";"061029";"Caserta";"CAMPANIA";"061";"40,9563886";"14,2512448";"+39 0818154309";"+39 0818154324";"protocollo@comune.cesa.ce.it";"https://www.comune.cesa.ce.it/c061029/zf/index.php/servizi-aggiuntivi/index/index/idtesto/6"
"IT-CE0022";"";"Biblioteca civica Renato Gentile";"Corso G. Garibaldi";"";"81030";"Falciano del Massico";"061101";"Caserta";"CAMPANIA";"061";"41,1677862";"13,9500004";"+39 0823931242";"";"";""
"IT-CE0025";"CAMFM";"Fondazione bibliotecaria Michele Monaco";"piazza Giuseppe Foglia, 1/3";"";"81025";"Marcianise";"061049";"Caserta";"CAMPANIA";"061";"41,0347525";"14,3011054";"+39 0823839858-0823492748";"";"fondazione.monaco@libero.it";""
"IT-CE0026";"CAMMA";"Biblioteca comunale Gaetano Andrisani";"via Amerigo Vespucci, 7";"";"81025";"Marcianise";"061049";"Caserta";"CAMPANIA";"061";"41,0381911";"14,2949412";"+39 0823635257";"+39 0823635257";"biblioteca@comune.marcianise.ce.it";"https://www.comune.marcianise.ce.it/it-it/home"
"IT-CE0027";"";"Biblioteca comunale E. Bonaccorsi";"Piazza don Pezzoli 1";"";"81049";"Mignano Monte Lungo";"061051";"Caserta";"CAMPANIA";"061";"41,4052777";"13,983101";"+39 0823904392";"";"";""
"IT-CE0029";"";"Biblioteca comunale";"via Giacomo Matteotti";"";"81050";"Pastorano";"061055";"Caserta";"CAMPANIA";"061";"41,1835162";"14,1956992";"+39 3333798437";"+39 0823879335";"rosariocolicchio@gmail.com";""
"IT-CE0034";"CAMPG";"Biblioteca comunale";"via Martiri civili II Guerra Mondiale";"";"81052";"Pignataro Maggiore";"061060";"Caserta";"CAMPANIA";"061";"41,1903631";"14,1710618";"+39 0823520835";"";"serviziamministrativi.comunepignataro@legalmail.it";""
"IT-CE0036";"";"Biblioteca comunale";"Piazza ai Caduti snc";"";"81050";"Presenzano";"061065";"Caserta";"CAMPANIA";"061";"41,3755538";"14,0748446";"+39 0823989055";"+39 0823989294";"mimmoparisi@virgilio.it";"https://presenzano.etrasparenza.it/archivio13_strutture_0_9687.html"
"IT-CE0037";"";"Biblioteca comunale";"Piazza Vittoria 1";"";"00001";"Riardo";"061068";"Caserta";"CAMPANIA";"061";"41,2623642";"14,1519571";"+39 08231310108";"";"anagrafe.riardo@virgilio.it";""
"IT-CE0038";"PBEI7";"Biblioteca del Santuario della Madonna dei Lattani";"Via Santuario Lattani";"";"81035";"Roccamonfina";"061070";"Caserta";"CAMPANIA";"061";"41,2892222";"13,984074";"+39 0823.921037 3391363618";"";"segreteriaprov@ofmna.it";""
"IT-CE0041";"";"Biblioteca comunale";"Via M. Monaco 79";"";"81054";"San Prisco";"061081";"Caserta";"CAMPANIA";"061";"41,0861355";"14,2788667";"+39 0823841118";"+39 0823799299";"";""
"IT-CE0042";"";"Biblioteca comunale";"Via D. Capitelli 33";"";"81050";"San Tammaro";"061085";"Caserta";"CAMPANIA";"061";"41,0760422";"14,2298666";"+39 0823793449";"";"";""
"IT-CE0044";"";"Biblioteca del Tribunale";"Via Mazzocchi";"";"81055";"Santa Maria Capua Vetere";"061083";"Caserta";"CAMPANIA";"061";"41,0786386";"14,2561505";"+39 0823848675";"";"";""
"IT-CE0045";"PBE13";"Biblioteca diocesana Leone XIII";"Via XXI Luglio, 146/148";"";"81037";"Sessa Aurunca";"061088";"Caserta";"CAMPANIA";"061";"41,2533627";"13,8911999";"+39 0823.937167";"+39 0823.938436";"beniculturali@diocesisessa.it";""
"IT-CE0046";"CAMSU";"Biblioteca comunale Luigi Tessitore";"Corso Sicilia snc";"";"81030";"Succivo";"061090";"Caserta";"CAMPANIA";"061";"40,9667974";"14,2586025";"+39 08118135825";"+39 0815023691";"biblioteca.ltessitore@gmail.com";"https://www.comune.succivo.ce.it/it-it/vivere-il-comune/cultura/biblioteca-comunale-luigi-tessitore-52754-1-080148094c8ca25fa16f53bdc34df395"
"IT-CE0047";"PBE96";"Biblioteca Diocesana Seminario";"Vico Ginnasio 1";"";"81057";"Teano";"061091";"Caserta";"CAMPANIA";"061";"41,2506538";"14,0658646";"+39 0823886490";"";"biblioteca.teano@libero.it";""
"IT-CE0050";"CAMM6";"Biblioteca comunale Carmine Cimmino";"via Francesco Giannini";"";"81020";"Capodrise";"061013";"Caserta";"CAMPANIA";"061";"41,0418828";"14,2994853";"+39 0823836200";"";"protocollo@pec.comune.capodrise.caserta.it";"http://www.comune.capodrise.caserta.it/portale/index.php?option=com_content&view=article&id=304%3Abiblioteca&catid=65&Itemid=289"
"IT-CE0053";"CAMSV";"Biblioteca del Seminario Vescovile";"Piazza Duomo, 11";"";"81100";"Caserta";"061022";"Caserta";"CAMPANIA";"061";"41,0740321";"14,3328712";"";"";"bibliotecadiocesicaserta@gmail.com";"http://www.bibliotecadiocesicaserta.it"
"IT-CE0054";"";"Biblioteca della Camera di commercio, industria, artigianato e agricoltura - CCIAA";"via Roma, 75";"";"81100";"Caserta";"061022";"Caserta";"CAMPANIA";"061";"41,0696187";"14,3362345";"+39 0823249270";"";"";"www.ce.camcom.it/"
"IT-CE0055";"";"Biblioteca Comunale Paolo Di Stasio";"via della Pace, 1";"";"81020";"Castel Morrone";"061026";"Caserta";"CAMPANIA";"061";"41,1171094";"14,3621821";"+39 0823399719";"+39 0823399210";"anagrafe@comune.castelmorrone.ce.it";"http://www.comune.castelmorrone.ce.it/index.php?action=index&p=282"
